1	488633787500	23333287170
2	340430230998	1182671570778
4	377826046833	1224076080167
5	407611768680	739868709322
7	302691029532	977493953705
8	377794153515	1224235334158
9	389119240599	947663708900
10	388964285833	947545258833
11	262846677833	802096455333
12	-254372291500	492671021200
13	492781386833	1231283846000
14	423470137699	710874093700
15	407588049749	739851717020
16	397369440195	1049886896508
17	351183772057	899449235201
18	331376251269	1171891341384
19	303227066520	977395948960
20	328002762700	966340868400
21	338097343862	1179226773757
22	407558762816	739823949336
23	420321120850	760172535149
24	373316787000	1219959445333
25	377486019785	1223866948485
26	369740164800	1220259897700
27	302811204101	977452111244
28	388847456167	946432036167
29	302017409921	978774952432
30	304722192833	977994472000
32	302370831965	977948856353
34	407544655167	739771938000
35	330795353146	968230676651
36	407805414319	739668273926
37	397639171421	861555147171
39	376163560649	1223861503601
40	453309854833	1217112971667
41	303048390350	977424388500
42	378265767205	1222519954685
43	340485714167	1184359347500
44	304237116468	977020812035
47	355972416550	825535547100
48	337596418000	843317657000
49	389690167730	946081697174
50	419118230833	876771043666
51	449864346999	931694544670
52	302015573297	976671266556
53	377007179833	1224837067333
54	303381208500	977189583833
55	400168041152	1052807861567
56	455226767000	1226733613000
57	493731806000	1232923744167
58	374536427167	1221150896167
59	359809408400	790530520600
60	354792595713	975214129686
61	411429861833	813571345667
62	377850822833	1224325565833
63	360848987512	1151490783691
64	392853922166	949069191332
65	389580695500	952505872833
66	302679095833	977493124166
67	489941197340	84003401100
68	334632838147	867952269316
69	283872285337	814924407005
70	374481337833	1221595358833
71	360809449235	1151468467712
72	515032241330	1187563670
73	374252282162	1221458827777
74	302328656347	978649127483
75	389902728170	946088397170
76	373945769833	1220808653667
77	302576215259	978069019318
78	374631242000	1224311362167
79	302355166947	977716362476
80	303170254800	977495967100
81	421983758660	1227155418870
82	377907800667	1223891674333
83	-341023954100	184800192099
84	374320087414	1222015553713
85	368599457333	1218153738500
86	375635820667	1223245020500
87	384024367385	1223618870974
89	329545884169	967629944830
90	376528735450	974289679527
91	302663469167	977711749000
92	382607120701	1220547800586
93	377613213167	1224307095500
94	329663720333	970379933000
95	399122999667	1050527692167
96	374223555227	1220880496502
97	329815468196	971600550001
98	302296376167	978370143667
99	515204400704	916671753
100	515442272716	2008000745
101	377956864865	1223936820030
103	485812377167	77484735333
106	374266157020	1221727752686
107	390529255340	945914354880
108	374448380124	1221610271931
109	302650364594	977461831119
110	389557597259	946861239036
111	378098207333	1222645274833
112	303891670333	977528005000
113	302654149575	977401685715
114	475633516833	1226269464667
115	391798446122	766709661484
116	302580037984	978073015809
119	261914716500	801386757833
120	506233753500	30352234800
121	302952439050	977842721343
122	327961511000	967951331333
123	374574535167	1221318668667
124	374178905947	1220255327225
125	328442871179	967861175537
126	259579289158	802388620377
127	339435379571	1184071683884
128	391917862889	1202483224869
129	375660762333	1223240920667
130	373284407000	1220061257000
131	301886862363	977688360214
133	377840008435	1223945939541
134	347137838540	923992252350
136	398772709259	752416706085
139	388510285667	948173713667
140	389509921667	1048036435500
141	302593764830	977383903000
142	279314994667	824827503500
143	407381447096	739905890822
144	418281900500	714094812333
146	396385202277	860827680608
147	397127330560	862996673584
148	302617515500	977618140833
150	386829881167	904800310499
152	599127997000	107559921167
153	304078486263	977267253399
156	377513158645	1224318983585
158	376362870000	1224009557500
159	377847236986	1223951625824
160	418964835185	876388485607
161	377647768775	1224222582579
162	293043717167	947927058667
163	302493640765	977494704723
164	494597079867	110729808160
166	302528845000	977005691332
167	316316393600	79942293700
169	335579543027	1176695501804
170	336510832656	1177461647987
171	302827417739	977381837368
174	488939276667	23868162500
175	593300839389	180769173440
177	405892234667	1050628651000
178	299616318667	955922450000
179	378197993780	1223732989190
180	302602348501	977509617805
181	377786438646	1223936820030
182	302620048281	977416920662
183	612078108643	1498382699490
184	378000694507	1224421119690
185	410740172932	1119795924425
188	476503186000	1223496299333
189	401391708868	1051221442223
190	401403191555	1051170480251
191	377784053672	1223909582198
192	388945470999	946701971800
193	388979376667	947426296667
194	392974431129	947160530090
195	390621575833	945905805167
196	481199094140	165608811378
197	339253791290	1169014849100
198	519115464500	44578425670
200	377896260359	1223977137040
201	377806068500	1223963457000
202	302158666167	978307851000
203	297077916580	981311273575
204	400168513615	1052773582935
205	419092143100	124572631340
206	360745213277	958845603161
208	302080538167	977212117000
209	302039179691	977177208061
210	302692604776	977476358414
211	303126627052	977387148142
212	302690751548	977421534061
213	412485643333	769662792000
215	510402236900	1140811104331
216	361006963173	1152800599918
217	374157602871	1221525514126
218	356120060500	975667434333
219	353608798989	975475682188
220	302581590238	978077495098
221	374257600333	1221430065000
222	420908247833	877652790667
223	406438845363	737828063965
224	295433333333	951377777778
225	302419679265	977679884434
226	327783033000	967601235167
227	399501085167	751502609167
228	390078192900	945786163800
229	476502383759	1223497971725
231	377949693667	1224227349333
232	377424661520	972821824940
233	302980366333	977474727667
234	377864788714	1224035632610
235	377405678203	1224345266819
236	327841941500	967844256167
237	415830490721	936184662580
238	419132146252	876541511468
239	400192929667	1052746483500
240	377709861237	1224689340591
241	479799989667	1222046698833
242	303322476314	977402865887
243	410835360167	740585777167
244	339125137667	1178673108500
245	377648846167	1224226026500
246	373230876833	1219528189500
247	492251370818	1229900550842
248	391021134685	945817302971
249	374693283000	1222118617000
250	-275240356833	1532682682667
251	374861369543	1222290923527
253	377981792920	1224072493774
254	514949511771	1465880870
255	373101955500	1219144587833
256	390895778381	945862547952
257	390419078068	945935359855
258	358774367077	787931299210
259	390921771500	945835518833
260	302647199679	977307808399
263	389559715361	952501773834
264	386348728667	902239376832
266	302654334905	977559077739
268	418245778500	714044152169
269	361074127025	868148767948
270	389853286667	946085071500
271	303079146406	977505500614
272	480760970667	1221801735000
273	391853946447	943704771996
274	355016973500	975219944167
275	341558882333	1183461389000
276	384064587333	1223666995667
277	-368514879982	1747638612986
278	304017476270	977152964529
281	257764600180	801962094970
282	329334428993	968171721697
283	329104046770	968058481970
284	377984671980	1224495148659
285	378073739833	1224344481500
286	389661179522	947797469434
287	423555061395	710493385385
288	377980617458	1224037251477
289	389695527321	952361226082
290	374900097810	1222284277070
291	280185630000	827655740000
292	361023014700	1151711804800
294	361103349900	1151545466700
295	377552441349	1224234008789
297	455238486277	1226808500290
298	407377349100	739837558800
299	391068376500	948352568000
300	388724591670	946703266670
301	615061911930	239292605580
302	328974616458	970403480530
303	377602062867	1224099518583
304	377777365103	1223888969421
306	389669954201	952610169262
307	274084893670	824506189340
308	377893447162	1224014818668
309	475879958833	1223340025500
310	389105874833	943631817167
312	374021158979	1220315435057
313	377792120153	1223979198933
314	337994507500	843239634000
315	366430322500	932666776700
316	326021809007	854891037941
317	423641514833	710539950333
318	376209499310	1223899387820
319	455243296979	1226808071136
320	492623996167	1232451653481
321	455118806814	1226146960258
322	418741146239	876251292229
323	303017444760	977448973060
324	434242920663	804421269175
325	515158981939	1641679345
326	301024594333	980131987000
328	304820721167	978330089000
329	391600263000	755555105167
330	377724448022	1224060094357
331	377894364312	1224052058218
332	384801446100	225825277500
333	374479079166	1221597719167
336	407286734715	739949798584
337	346229785167	984426444500
338	388939322200	770650989400
339	389715419647	952353050728
340	503756940365	41928344965
341	402386700699	770468938350
343	89964258920	387874296850
344	302490698167	977500471473
345	407058460996	740096315269
346	476625729741	1222978051007
347	377682668310	1224215930620
349	361059217970	960763084888
351	390897901667	945859928167
354	377794492667	1223948575833
355	377647172833	1224035716167
356	360851449000	798317346833
358	338324948833	1165469258833
359	500510492533	85854721069
360	402338115780	1116601781410
361	537319260090	5715010870
362	355082079500	975248797833
363	378037889268	1224152961109
364	303408314500	973465475167
365	378004505205	1224378018200
366	302453787516	977804446220
367	377825643570	1223929839374
368	390028693330	943344873670
369	455021803619	1225776637788
370	299839699528	902578353881
372	401078648854	751161324978
373	393594353700	744316338800
374	389228909770	946270724836
375	304194664090	959345479120
376	377624115657	1223973512650
377	352400712333	809182829166
378	407392325400	739945678100
379	593420120167	179674315667
381	301721126900	954749464989
382	530556454762	7836073636
383	398744904167	752435630167
384	418802976814	876275324821
386	299475255833	900690751167
387	302742918584	977405226231
388	302505218833	977490949500
390	373664565757	1219263339043
391	390183305667	947379183667
392	389652466667	923454665000
393	392894879333	766164960427
394	375533898500	1223004206667
395	437224204029	792370140553
396	455308162278	1226846909523
397	361109797830	791037136170
398	341011603150	1183233560550
399	373067196167	1219776280667
400	389394120000	942466561332
401	304607987667	977920378333
402	354985031500	977389766667
404	327904778050	967976363750
406	390410529489	945947393775
407	361109004833	867471231167
408	285422114667	813777098167
410	373330959679	1220294862986
411	397254322333	1049864785333
412	454737374580	1226479677883
413	378702673709	1222725749016
414	356725153341	1059491980076
415	-340381148832	535429644999
416	377758410320	1224227143980
417	407738143727	739808928967
418	376934324167	972976421167
419	302179381840	977963849902
420	390033853054	944640433788
421	302741899361	977404904366
423	390424848861	945945734289
424	378084734500	1224402319000
425	359957702167	789000897667
426	377736405578	1224214589596
427	377948853166	1223927070667
428	424869431500	831439254500
429	337745170000	843713319000
430	455225425764	1226781222224
431	418844925568	876257550637
434	302690473563	977432477474
435	641466522650	219336136969
436	303073646792	977399325371
437	302314659204	977971172333
438	303379447922	978071165085
439	262437468667	802540722332
440	377826583333	1224063205667
442	400837184330	751880451830
443	390426112087	945930576324
444	388937930179	774288002350
445	351651983833	848763076667
446	374164931198	1218979883194
447	391003525257	945814329386
448	389712001700	909636230299
449	454294719079	756975013018
450	448812351421	932141017914
451	342108995833	1188442333667
452	303550798900	977338779180
454	360360867500	867875012166
457	377811538706	1223913967609
458	455026016351	1228594894065
459	407691708833	739816100000
460	357779165000	786776492000
461	403951740000	1050122930000
462	273825240000	824422320000
465	377859446928	1224049580097
466	190923486900	728566958900
467	377599304610	1224290525360
468	302180239404	977522063255
469	360181622000	1151013420500
470	377880847333	1223982718667
473	377719215000	1224301378667
475	329283211333	970864220000
476	377498066441	1224204068505
477	377763989167	1224266069167
478	377783555476	1223894011974
479	392817631939	765912219288
480	389711785167	952350574333
482	389398970833	946095982667
483	295626650531	985930922627
484	356943888000	1397599023500
485	390913724833	945867490667
486	328655982333	969313773166
487	407283321000	739994913167
488	389622402167	946686315500
489	377975948333	1224064332500
490	304589581939	977493524551
491	328815527333	975764879833
492	409502504667	721990593500
493	294857784333	986661187167
494	377814333420	1223915387270
495	302666751927	977454793453
496	356149196853	975672450245
497	377816647650	1223942077160
500	390879760118	945838411327
501	377403176500	1224665189500
502	462098208333	1192206602000
503	302671485500	977444297500
504	377870342435	1224102687836
507	357790721174	786355662346
508	302685191842	977361774445
510	378102247204	1222659337521
511	377932715451	1223946454962
512	389256668091	945850372314
513	449749842717	932528758049
518	374451446613	1221626150608
520	418424271900	880022199099
521	511555269167	44139300000
522	407244409000	739924251833
523	171232073270	891005766100
524	302700830000	977504270000
525	416395487000	710259350000
526	407714542460	739560980547
528	408021662697	778633711449
531	340857973975	1183441185341
532	476701747500	118544984667
533	327944177569	968000006676
534	389150286762	946379578114
536	330100850210	967148995399
537	302777557460	977512559470
538	377632657500	1224153599500
540	358696993167	785824721833
541	296141418960	984839987755
542	390248167832	946887788500
543	390470995833	957251935167
544	390897884833	945863761500
545	302576401333	977595729833
546	392899439678	844677426268
547	304671397667	979520825833
548	361140694237	1151985919476
549	390513184670	944808074190
550	384112707314	1228404924273
551	326719236332	973759031167
552	515009824545	1250016689
553	476252635655	1223434281349
554	397392291139	1049909627438
555	418979033240	739737833930
558	390389113273	945868456364
560	327515678196	970830059052
561	405842192364	1050773975434
562	321905656833	1000111112000
563	336051837530	76205460770
564	397417618380	1055165469646
